year,province,city,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),food_security_index,IKP Ranking
2020,jawa tengah,purworejo,6,0.43,11.45,23.59,0,36.89,7.75,0.58,74.52,21.02,82.85,76
2020,jawa tengah,wonosobo,6,0.81,16.63,29.24,0.16,14.05,6.95,0.73,71.6,38.57,78.58,166
2020,jawa tengah,magelang,6,0.92,10.67,19.38,0,23.57,7.71,0.76,73.56,31.01,81.27,103
2020,jawa tengah,boyolali,6,0.46,9.53,18.76,0.1,26.37,7.4,0.48,75.83,25.69,85.35,26
2020,jawa tengah,klaten,6,0.54,12.28,25.35,0,26.29,8.24,0.2,76.68,27.64,84.03,47
2020,jawa tengah,sukoharjo,6,0.45,7.14,23.04,0.1,17.65,9.17,0.15,77.55,28.23,88.76,4
2020,jawa tengah,wonogiri,6,0.19,10.25,28.51,0,22.5,7.15,1.02,76.07,25.14,86.55,16
2020,jawa tengah,karanganyar,6,0.52,9.55,24.63,0,16.8,8.39,0.4,77.38,25.25,87.22,8
2020,jawa tengah,sragen,6,0.2,12.79,24.84,0,15.32,7.06,0.35,75.62,32.4,86.21,18
2020,jawa tengah,grobogan,6,0.23,11.77,47.98,0,18.93,7.03,0.85,74.61,29.13,83.68,56
2020,jawa tengah,blora,6,0.22,11.32,32.01,0.1,13.46,6.63,0.91,74.23,31.57,85.47,24
2020,jawa tengah,rembang,6,0.46,14.95,28.95,0.04,15.94,7.35,0.66,74.43,23.19,83.75,54
2020,jawa tengah,pati,6,0.22,9.46,20.85,0,19.56,7.29,0.49,76.04,19.38,88.25,5
2020,jawa tengah,kudus,6,0.68,6.68,8.69,0,25.53,8.62,0.14,76.5,26.47,86.91,10
2020,jawa tengah,jepara,6,0.72,6.66,35.07,0.13,21.24,7.56,0.25,75.74,30.9,83.9,50
2020,jawa tengah,demak,6,0.3,11.86,37.46,0,13.84,7.73,0.46,75.31,35.76,85.04,32
2020,jawa tengah,semarang,6,0.9,7.04,14.27,0.16,12.33,8.24,0.45,75.63,22.4,86.69,13
2020,jawa tengah,temanggung,6,1,9.42,18.74,0,24.03,7.26,0.53,75.48,27.27,82.16,89
2020,jawa tengah,kendal,6,0.57,9.41,25.33,0.24,16.19,7.34,0.61,74.33,22.96,85.24,30
2020,jawa tengah,batang,6,0.71,8.35,36.68,0,32.42,6.86,0.53,74.59,22.78,81.28,102
2020,jawa tengah,pekalongan,6,0.77,9.71,35.5,0.14,35.33,7.21,0.57,73.57,34.74,78.86,161
2020,jawa tengah,pemalang,6,0.56,15.41,39.99,0,23.32,6.54,0.48,73.22,33.06,79.19,155
2020,jawa tengah,tegal,6,0.75,7.64,34.99,0,21.31,7.01,0.27,71.4,27.56,81.41,99
2020,jawa tengah,brebes,6,0.69,16.22,36.08,0,26.91,6.19,0.58,69.04,34.65,75.73,216
2020,jawa tengah,kota magelang,6,22.53,7.46,14.63,0,5.54,9.8,0.01,76.75,24.44,80.76,34
2020,jawa tengah,kota surakarta,6,50,8.7,12.09,0.11,10.4,10.39,0.01,77.12,35.06,76.98,48
2020,jawa tengah,kota salatiga,6,7.32,4.76,11.73,0,7.43,10.13,0.05,77.22,30.39,82.64,24
2020,jawa tengah,kota semarang,6,13.69,3.98,10.47,0.02,7.21,10.07,0.05,77.25,26.34,84.66,10
2020,jawa tengah,kota pekalongan,5,6.38,6.6,22.57,0,30.16,8.85,0.03,74.28,26.38,66.98,79
2020,jawa tengah,kota tegal,6,12.94,7.47,23.01,0,0.61,8.3,0.02,74.34,18.38,76.74,52
2020,daerah istimewa yogyakarta,kulon progo,6,0.62,17.39,27.09,0,30.99,8.32,0.43,75.2,27.13,80.31,123
2020,daerah istimewa yogyakarta,bantul,6,1.39,12.92,13.5,0.42,26.78,9.63,0.19,73.77,18.32,79.73,142
2020,daerah istimewa yogyakarta,gunung kidul,6,0.2,16.61,43.99,0,33.55,6.91,1.04,74.03,23.84,80.32,122
2020,daerah istimewa yogyakarta,sleman,6,1.73,7.41,12.95,0.22,18.38,10.69,0.1,74.77,13.38,82.3,86
2020,daerah istimewa yogyakarta,kota yogyakarta,6,50,6.84,9.06,0,19.98,11.19,0.01,74.56,16.61,80.68,36
2020,jawa timur,pacitan,6,0.44,13.67,37.14,0.11,31.39,7.35,1.2,71.77,20.83,80.23,126
2020,jawa timur,ponorogo,6,0.26,9.64,24,0.05,27.01,7.36,0.61,72.65,24.12,84.7,36
2020,jawa timur,trenggalek,6,0.52,10.98,28.89,0,40.39,7.35,0.75,73.59,26.78,80.39,120
2020,jawa timur,tulungagung,6,0.49,6.74,23.22,0,33.82,7.92,0.47,73.95,20.7,84.56,38
2020,jawa timur,blitar,6,0.49,8.94,20.38,0.08,31.35,7.53,0.89,73.39,21.64,83.81,52
2020,jawa timur,kediri,6,0.78,10.42,32.35,0,38.57,8.2,0.64,72.54,24.49,79.19,156
2020,jawa timur,malang,6,0.95,9.47,27.91,0,17.41,7.52,0.95,72.45,25.56,81.6,95
2020,jawa timur,lumajang,6,0.5,9.49,41.52,0,42.1,6.33,0.87,69.94,26.9,77.57,191
2020,jawa timur,jember,6,0.57,9.25,40.99,0.04,44.49,6.46,0.79,68.99,37.94,75.72,217
2020,jawa timur,banyuwangi,6,0.57,7.52,17.91,0.46,30.08,7.12,1.81,70.54,25.32,82.4,83
2020,jawa timur,bondowoso,5,0.43,13.33,53.37,0,38.04,5.8,0.79,66.55,37.22,73.68,247
2020,jawa timur,situbondo,6,0.42,11.2,44.23,0,35.33,6.03,1.64,68.97,24.25,77.89,180
2020,jawa timur,probolinggo,5,0.74,17.76,47.64,1.26,36.36,5.93,0.83,67,54.75,69.72,294
2020,jawa timur,pasuruan,6,0.75,8.68,33.2,0,37.49,7.42,0.66,70.17,29.27,78.26,174
2020,jawa timur,sidoarjo,6,1.77,5.32,14.23,0,9.97,9.58,0.12,73.98,8.96,83.42,63
2020,jawa timur,mojokerto,6,0.47,9.75,23.63,0,14.44,8.54,0.31,72.43,23.65,85.92,22
2020,jawa timur,jombang,6,0.51,9.22,31.66,0,25.93,8.62,0.33,72.27,23.55,83.43,62
2020,jawa timur,nganjuk,6,0.36,11.24,42.3,0.14,23.74,7.76,0.58,71.44,26.61,81.98,92
2020,jawa timur,madiun,6,0.27,10.54,31.25,0.05,15.48,7.92,0.75,71.22,25.65,85,33
2020,jawa timur,magetan,6,0.35,9.61,25.7,0,9.08,7.65,0.45,72.49,23.93,86.87,11
2020,jawa timur,ngawi,6,0.17,14.39,35.58,0,19.69,7.13,0.59,72.16,28.7,83,73
2020,jawa timur,bojonegoro,6,0.27,12.38,34.47,0.12,14.91,7.28,0.83,71.36,27.61,83.73,55
2020,jawa timur,tuban,6,0.25,14.58,32.46,0,13.11,7.03,1.11,71.26,24.33,83.57,59
2020,jawa timur,lamongan,6,0.22,13.21,28.04,0.1,11.64,8.12,0.56,72.27,27.7,85.62,23
2020,jawa timur,gresik,6,0.56,11.35,16.37,0,1.22,9.32,0.44,72.61,21.48,88.02,6
2020,jawa timur,bangkalan,5,0.51,18.9,49.08,0.09,38.94,5.77,0.44,70.11,22.37,74.21,236
2020,jawa timur,sampang,5,0.55,20.71,65.25,0,23.52,5.22,0.65,67.96,34.39,72.08,269
2020,jawa timur,pamekasan,5,0.86,13.95,52.2,0,25.79,6.62,0.38,67.45,27.13,74.48,231
2020,jawa timur,sumenep,5,0.37,19.48,54.57,1.14,36.88,5.6,0.85,71.22,30.48,74.35,233
2020,jawa timur,kota kediri,6,5.43,7.16,17.31,0,24.74,9.06,0.03,73.96,20.44,71.16,65
2020,jawa timur,kota blitar,6,2.43,7.13,15,0,29.98,10.29,0.03,73.6,15.11,73.38,58
2020,jawa timur,kota malang,6,10.73,4.07,8.68,0,8.48,9.96,0.03,73.15,13.83,84.12,14
2020,jawa timur,kota probolinggo,6,2.24,6.91,6.86,0,13.97,8.62,0.06,70.19,17.72,73.69,57
2020,jawa timur,kota pasuruan,5,3.43,6.46,34.77,0,13.22,9.07,0.04,71.4,20.59,68.71,72
2020,jawa timur,kota mojokerto,6,6.73,5.15,9.94,0.18,11.92,10.57,0.01,73.21,12.32,82.77,23
2020,jawa timur,kota madiun,6,3.96,4.35,9.47,0,5.13,10.85,0.02,72.75,17.16,85.23,5
2020,jawa timur,kota surabaya,6,50,4.51,13.27,0,0.12,9.6,0.03,74.13,16.87,84.71,9
2020,jawa timur,kota batu,6,6.76,3.81,11.38,0,18.04,9.41,0.18,72.54,16.72,77.06,47
2020,banten,pandeglang,5,0.48,9.42,47.52,0,54.95,7.05,2.27,64.49,34.01,72.59,263
2020,banten,lebak,5,0.64,8.3,57.73,1.18,62.59,6.27,1.4,67.04,32.96,70.78,279
2020,banten,tangerang,5,2.54,5.14,32.25,0,19.53,8.05,0.24,69.79,18.42,72.47,266
2020,banten,serang,6,0.79,4.08,43.67,0,26.96,7.49,0.78,64.47,39.43,77.07,201
2020,banten,kota tangerang,6,50,4.43,15.52,0,10.48,10.65,0.03,71.57,17.29,80.37,37
2020,banten,kota cilegon,5,7.45,3.03,24.82,0,11.41,9.49,0.17,66.6,21.15,70.23,69
2020,banten,kota serang,5,1.88,5.28,37.74,0.3,16.37,8.47,0.17,67.83,22.33,61.22,88
2020,banten,kota tangerang selatan,6,50,1.68,6.84,0,21.75,11.32,0.05,72.41,18,83.14,19
2020,bali,jembrana,6,0.84,4.88,36.23,0,24.4,7.83,0.98,72.21,20.75,82.56,81
2020,bali,tabanan,6,0.5,4.21,14.72,0.14,12.74,8.41,0.53,73.53,11.53,90.05,1
2020,bali,badung,6,1.37,1.78,4.11,0,1.98,10.29,0.16,74.99,18.02,89.29,3
2020,bali,gianyar,6,0.93,3.88,2.62,0,5.67,8.16,0.22,73.56,6.42,89.96,2
2020,bali,klungkung,6,0.81,5.4,19.28,0.24,14.6,7.69,0.26,71.06,15.27,85.35,27
2020,bali,bangli,5,2.25,4.44,20.35,0.32,24.36,6.66,0.44,70.37,23.01,73.89,243
2020,bali,karangasem,6,1.63,6.25,19.28,0,16.11,5.78,0.7,70.35,18.73,78.25,175
2020,bali,buleleng,6,1.51,5.19,26.19,0.57,24.9,6.58,0.69,71.68,22.05,78.16,177
2020,bali,kota denpasar,6,9.51,2.1,2.97,0,1.46,10.95,0.02,74.68,12.42,93.32,1
2020,nusa tenggara barat,lombok barat,6,0.78,15.17,27.92,0,23.15,6.89,0.84,66.64,36.3,75.92,214
2020,nusa tenggara barat,lombok tengah,6,0.43,13.63,27.74,0.06,24.43,6.29,0.73,65.99,45.25,77.1,200
2020,nusa tenggara barat,lombok timur,5,0.64,16.15,38.09,0.1,32.91,6.97,0.63,65.74,39.57,73.5,249
2020,nusa tenggara barat,sumbawa,6,0.13,13.9,22.94,0.45,21.75,8.08,2.72,67.31,28.99,82.31,85
2020,nusa tenggara barat,dompu,6,0.13,12.25,16.1,1.6,29.33,8.57,3.7,66.6,41.49,81.16,107
2020,nusa tenggara barat,bima,6,0.2,14.76,21.77,0.86,29.05,8.05,4.24,66.11,33.56,79.54,146
2020,nusa tenggara barat,sumbawa barat,6,0.23,13.85,22.89,0,14.44,8.68,2.33,67.8,42.73,82.33,84
2020,nusa tenggara barat,lombok utara,4,0.61,29.03,47.43,0,44.24,5.89,1.3,66.92,41.36,66.37,321
2020,nusa tenggara barat,kota mataram,6,5.55,8.92,17.3,0,5.38,9.13,0.02,71.59,27.71,71.86,62
2020,nusa tenggara barat,kota bima,5,0.8,8.6,14.18,0,16.32,10.48,0.45,70.2,32.53,65.9,81
2020,nusa tenggara timur,sumba barat,4,0.51,28.29,66.12,24.84,45.33,7.18,1.59,66.98,48.39,63.76,335
2020,nusa tenggara timur,sumba timur,4,0.46,30.02,47.05,4.43,42.49,7.77,14.11,64.94,37.02,66.68,316
2020,nusa tenggara timur,kupang,4,0.69,23.03,57.85,10.17,37.33,7.71,10.49,64.39,50.35,66.11,323
2020,nusa tenggara timur,timor tengah selatan,4,0.57,27.87,66.1,36.48,49.31,6.89,4.73,66.32,58.65,60.59,344
2020,nusa tenggara timur,timor tengah utara,5,0.57,22.45,70.24,14.52,27.84,7.91,3.44,66.86,50.8,68.61,300
2020,nusa tenggara timur,belu,5,0.68,15.54,45.25,11.51,33.88,7.69,1.59,64.35,46.09,71.06,277
2020,nusa tenggara timur,alor,4,1.06,21.59,62.2,12.48,42.92,8.27,2.55,61.29,37.77,63.3,336
2020,nusa tenggara timur,lembata,4,1,26.3,47.61,8.58,41.88,8,3.39,66.97,34.6,66.18,322
2020,nusa tenggara timur,flores timur,5,1.45,10.9,56.9,3.73,28.84,7.77,2.4,65.1,36.28,69.56,295
2020,nusa tenggara timur,sikka,5,0.84,13.53,51.32,9.41,30.49,7.11,2.07,67.07,34.42,72.81,260
2020,nusa tenggara timur,ende,5,1.32,23.18,51.55,1.98,13.53,7.46,3.1,65.17,35.76,68.7,299
2020,nusa tenggara timur,ngada,6,0.37,12.48,44.03,6.95,20.17,8.9,19.09,67.96,17.06,80.24,125
2020,nusa tenggara timur,manggarai,5,0.62,20.55,54.69,8.39,23.3,7.45,1.42,66.77,45.46,71.7,272
2020,nusa tenggara timur,rote ndao,5,0.69,27.95,48.43,13.69,16.75,7.7,3.01,64.34,51.59,68.21,304
2020,nusa tenggara timur,manggarai barat,5,0.36,18.01,47.92,21.65,34.36,7.18,3.69,67.12,56.8,71.05,278
2020,nusa tenggara timur,sumba tengah,4,0.36,34.62,62.48,18.8,62.87,7.39,5.08,68.32,41.06,61.62,340
2020,nusa tenggara timur,sumba barat daya,3,0.62,28.06,82.71,31.02,77.51,6.04,4.97,68.43,46.42,56.49,357
2020,nusa tenggara timur,nagekeo,5,0.54,12.85,45.96,11.98,36.5,8.09,2.49,67.03,34.6,74.64,228
2020,nusa tenggara timur,manggarai timur,4,0.5,26.49,78.26,24.53,36.74,7.17,2.86,67.98,42.73,65.58,329
2020,nusa tenggara timur,sabu raijua,2,2.96,30.52,72.3,28.69,57.28,7.5,1.2,60.23,46.66,42.74,390
2020,nusa tenggara timur,malaka,5,0.48,16.12,58.73,9.86,45.59,7.17,1.61,64.89,51,68.89,298
2020,nusa tenggara timur,kota kupang,6,29.66,9.22,9.71,0.07,6.62,10.96,0.2,69.37,23.96,73.71,56
2020,kalimantan barat,sambas,5,0.55,8.19,27.98,0.37,89.46,6.56,5.53,68.83,39.45,70.04,289
2020,kalimantan barat,bengkayang,6,0.35,6.96,33.97,5.71,44.08,7.04,5.27,73.67,25.97,81.17,106
2020,kalimantan barat,landak,5,0.43,11.47,40.21,16.64,68.54,6.7,10.22,72.7,34.2,72.5,265
2020,kalimantan barat,mempawah,5,0.67,5.32,40.13,1.33,73.77,7.24,2.23,70.9,27.2,74.08,239
2020,kalimantan barat,sanggau,6,0.65,4.57,23.05,9.43,50.67,6.63,13.32,71.35,25.93,78.2,176
2020,kalimantan barat,ketapang,5,0.76,10.54,24.59,8.91,57.3,7.25,23.76,71.01,21.79,74.24,234
2020,kalimantan barat,sintang,5,1.43,9.65,23.06,3.99,44.7,7.08,20.91,71.62,26.07,72.89,259
2020,kalimantan barat,kapuas hulu,5,1.4,9.62,34.89,3.98,48.58,7.43,34.49,72.44,34.65,70.7,281
2020,kalimantan barat,sekadau,6,0.59,6.11,35.91,11.37,57.17,6.45,10.28,71.65,23.33,76.22,207
2020,kalimantan barat,melawi,4,2.42,12.38,39.59,16.09,59.38,6.63,20.43,72.88,36.9,60.88,343
2020,kalimantan barat,kayong utara,5,0.49,9.98,32.17,0.7,59.21,6.23,12.77,68.11,27.19,74.12,237
2020,kalimantan barat,kubu raya,5,0.85,4.74,24.77,0.47,88.79,7.37,8.39,70.43,20.2,72.36,268
2020,kalimantan barat,kota pontianak,5,50,4.88,16.91,0.3,55.79,10.31,0.07,72.8,21.06,63.18,85
2020,kalimantan barat,kota singkawang,4,2.74,4.91,12.11,1.25,48.75,8.04,0.35,71.85,25.16,55.3,91
2020,kalimantan tengah,kotawaringin barat,4,5,4.11,12.15,0.17,16.42,8.24,11.8,70.51,19.67,59.76,350
2020,kalimantan tengah,kotawaringin timur,6,1.15,5.9,15.67,3.67,29.45,8.01,13.89,69.8,39.87,77.8,185
2020,kalimantan tengah,kapuas,6,0.32,5.09,36.4,1.26,50.92,7.91,10.16,68.69,42.37,77.83,184
2020,kalimantan tengah,barito selatan,5,2.38,4.39,31.94,2.97,39.47,8.76,12.1,66.99,33.9,67.78,309
2020,kalimantan tengah,barito utara,6,0.66,4.95,18.86,4.36,26.6,8.65,11.57,71.29,30.81,83.1,69
2020,kalimantan tengah,sukamara,5,2.44,3.16,15.17,2.52,27.94,7.78,11.09,71.49,22.2,73.52,248
2020,kalimantan tengah,lamandau,6,0.69,3.01,23.4,2.94,24.48,8.36,11.63,69.34,25.25,83.1,68
2020,kalimantan tengah,seruyan,4,3.41,7.19,18.76,0.81,22.72,7.86,22.34,69.25,19.47,65.52,331
2020,kalimantan tengah,katingan,6,0.68,5.02,30.26,1.75,27.18,8.32,23.51,65.7,29.64,78.94,160
2020,kalimantan tengah,pulang pisau,6,0.35,4.24,28.1,0.93,46.46,8.38,16.84,67.98,28.58,80.03,133
2020,kalimantan tengah,gunung mas,3,4.29,4.91,29.22,4.79,35.15,9.07,17.81,70.32,32.83,58.18,353
2020,kalimantan tengah,barito timur,5,1.23,6.32,22.67,0.9,44.05,9.22,6.63,68.14,38.53,74.96,222
2020,kalimantan tengah,murung raya,4,3.01,6,34.41,8.1,55.74,7.44,31.79,69.47,27.46,60.27,347
2020,kalimantan tengah,kota palangka raya,6,50,3.35,18.41,0,7.77,11.35,1,73.19,21.74,75.34,54
2020,kalimantan selatan,tanah laut,6,0.3,4.51,17.66,0.27,46.18,7.68,3.13,69.31,31.39,81.85,93
2020,kalimantan selatan,kota baru,6,0.74,4.49,32.93,0.75,31.54,7.5,10.42,69.1,26.97,79.96,136
2020,kalimantan selatan,banjar,6,0.44,2.72,26.18,1.11,43.36,7.29,2.74,66.97,31.6,80.09,130
2020,kalimantan selatan,barito kuala,6,0.2,4.63,31.39,0.61,42.4,7.38,4.03,65.88,32.23,80.08,131
2020,kalimantan selatan,tapin,6,0.21,3.41,32.82,0,34.04,7.79,4.25,70.23,29.57,83.98,49
2020,kalimantan selatan,hulu sungai selatan,6,0.34,5.33,36.25,0.35,42.72,7.67,1.87,65.82,33.11,78.68,162
2020,kalimantan selatan,hulu sungai tengah,6,0.34,5.93,39.97,0.52,37.61,8.38,1.65,65.82,30.65,79.5,147
2020,kalimantan selatan,hulu sungai utara,6,0.45,6.5,17.95,0,26.06,7.63,1.05,63.58,36.61,80.4,119
2020,kalimantan selatan,tabalong,6,0.73,6.01,32.17,0.06,26.7,8.75,4.15,70.33,44.51,80.44,116
2020,kalimantan selatan,tanah bumbu,6,0.61,4.85,13.72,0,10.85,7.79,3.74,70.08,24.68,86.5,17
2020,kalimantan selatan,balangan,6,0.32,5.55,32.57,2.55,24.9,7.33,2.65,67.59,34.21,82.06,90
2020,kalimantan selatan,kota banjarmasin,6,6.67,4.2,19.02,0,0,9.64,0.03,70.98,27.64,78.02,46
2020,kalimantan selatan,kota banjarbaru,5,7.3,4.3,11.51,0,25.15,10.67,0.37,71.87,38.19,68.92,70
2020,kalimantan timur,paser,6,1,8.95,16.47,1.5,16.1,8.62,10.26,72.52,30.01,82.26,87
2020,kalimantan timur,kutai barat,3,5,9.09,23.41,3.76,24.67,8.31,18.1,72.79,35.66,54.98,363
2020,kalimantan timur,kutai kartanegara,6,0.96,7.2,8.95,0.58,9.55,9.17,13.21,72.21,36.51,84.28,42
2020,kalimantan timur,kutai timur,5,2.57,9.48,13.32,0.32,7.91,9.09,25.02,73.03,39.35,73.13,255
2020,kalimantan timur,berau,6,0.93,5.04,11.14,0.21,6.55,9.32,19.77,71.94,34.49,85.34,28
2020,kalimantan timur,penajam paser utara,6,0.65,7.18,14.7,0,8.27,8.21,5.47,71.3,26.98,86.2,19
2020,kalimantan timur,mahakam hulu,4,2.93,11.25,31.44,3.31,23.82,8.26,71.9,71.9,35.77,63.17,337
2020,kalimantan timur,kota balikpapan,6,28.96,2.42,3.66,0,1.22,10.46,0.2,74.41,22.83,87.66,3
2020,kalimantan timur,kota samarinda,6,17.23,4.59,6.36,0.38,0.15,10.16,0.44,74.17,25.24,80.75,35
2020,kalimantan timur,kota bontang,6,50,4.22,7.85,0,0.29,10.57,0.19,74.18,25.59,84.59,11
2020,kalimantan utara,malinau,5,2.18,6.96,13.24,0.15,29.17,8.05,61.41,71.42,31.01,70.78,280
2020,kalimantan utara,bulungan,6,1.59,8.78,12.85,0.27,25.85,9.05,17.37,72.6,29.23,77.63,188
2020,kalimantan utara,tana tidung,3,5,4.72,13.94,0.34,43.38,8.48,21.89,71.38,38.88,53.76,367
2020,kalimantan utara,nunukan,6,1.44,6.11,27.63,0.72,24.97,8.01,15.6,71.3,27.71,77.45,195
2020,kalimantan utara,kota tarakan,6,19.34,6,7.18,0,5.86,10,0.32,73.92,21.53,79.91,38
2020,sulawesi utara,bolaang mongondow,6,0.13,7.47,22.18,0,29.46,8.2,5.65,69.22,16.71,85.32,29
2020,sulawesi utara,minahasa,6,0.54,7.18,26.21,0,17.92,9.61,1.35,70.98,9.26,86.64,14
2020,sulawesi utara,kepulauan sangihe,3,5,11.15,41.23,2.87,24.47,8.55,0.63,69.96,10.58,54.61,365
2020,sulawesi utara,kepulauan talaud,6,0.8,9.86,31.14,0,30.69,9.62,2.96,70.04,10.86,81.17,105
2020,sulawesi utara,minahasa selatan,6,0.47,9.26,37.47,0.14,19.36,9.16,2.03,69.8,12.02,84.17,44
2020,sulawesi utara,minahasa utara,6,0.55,6.93,32.8,0.78,16.88,10.1,1.37,71.31,16.16,86.06,21
2020,sulawesi utara,bolaang mongondow utara,6,0.25,8.45,46.76,0.79,35.62,8.86,3.73,67.54,13.68,81.11,108
2020,sulawesi utara,siau tagulandang biaro,3,5,9.56,22.36,1.18,37.25,9.13,0.63,70.54,8.95,55.61,361
2020,sulawesi utara,minahasa tenggara,6,0.36,12.78,32.49,0.33,27.97,9.15,2.92,70.07,12.87,82.66,79
2020,sulawesi utara,bolaang mongondow selatan,6,0.37,13.27,27.12,0.99,31.2,8.39,4.4,64.45,6.34,79.88,139
2020,sulawesi utara,bolaang mongondow timur,6,0.26,6.1,20.23,0.28,32.65,7.8,3.85,67.81,12.09,84.31,40
2020,sulawesi utara,kota manado,6,12.04,5.51,14.34,0.5,4.54,11.38,0.07,71.8,16.48,81.39,32
2020,sulawesi utara,kota bitung,5,3.5,6.49,25.04,0.27,7.05,9.96,0.51,71,24.96,68.56,73
2020,sulawesi utara,kota tomohon,6,0.91,5.62,9.94,0,14.26,10.91,0.15,71.79,16,79.44,40
2020,sulawesi utara,kota kotamobagu,6,0.86,5.71,10.97,0,9.24,10.19,0.15,70.33,24.17,75.9,53
2020,sulawesi tengah,banggai kepulauan,4,2.49,14.84,43.82,13.57,19.35,8.49,3.92,65.71,38.67,63.98,333
2020,sulawesi tengah,banggai,6,0.31,7.8,16.25,1.75,19.97,8.06,5.34,70.61,29.96,85.38,25
2020,sulawesi tengah,morowali,6,0.46,13.75,15.34,2.72,19.85,9.24,5.15,68.82,26.79,82.44,82
2020,sulawesi tengah,poso,6,0.33,15.65,16.06,0.49,16.81,9.39,5.59,70.85,25.03,84.22,43
2020,sulawesi tengah,donggala,5,0.74,18.4,41.68,4.99,51.02,7.93,4.73,66.85,34.41,69.83,291
2020,sulawesi tengah,toli-toli,6,0.52,13.09,25.8,3.78,24.54,8.77,3.18,65.3,30.25,78.66,164
2020,sulawesi tengah,buol,6,0.62,15.19,39.72,4.48,21.73,8.98,6.07,68.17,32.68,77.56,192
2020,sulawesi tengah,parigi moutong,5,0.32,16.64,33.64,5.85,34.24,7.69,3.03,63.94,31.54,75.05,219
2020,sulawesi tengah,tojo una-una,6,0.59,17.16,41.88,5.74,10.89,8.6,6.07,65.14,24.98,77.52,194
2020,sulawesi tengah,sigi,5,0.49,12.91,39.33,1.22,46.69,8.8,7.61,69.57,50.53,74.75,225
2020,sulawesi tengah,banggai laut,2,4.95,15.34,36.25,8.71,26.92,8.61,1.21,64.79,32.62,48.94,378
2020,sulawesi tengah,morowali utara,6,0.61,15.08,29.03,5.5,24.43,8.67,16.1,69.19,27.19,78.31,172
2020,sulawesi tengah,kota palu,6,37.09,6.83,6.4,0,5.24,11.51,0.23,70.68,23.32,79.63,39
2020,sulawesi selatan,kepulauan selayar,4,3.72,12.83,24.14,1.17,9.54,8.4,1.25,68.34,32.71,62.97,338
2020,sulawesi selatan,bulukumba,6,0.28,7.26,21.72,0,25.74,8.07,0.99,67.69,28.72,83.61,58
2020,sulawesi selatan,bantaeng,6,0.27,9.03,24.88,0.77,4.94,6.76,0.42,70.42,16.67,87.38,7
2020,sulawesi selatan,jeneponto,6,0.21,14.88,23.77,0,10.33,7.5,1.21,66.24,41.11,81.55,96
2020,sulawesi selatan,takalar,6,0.37,8.7,18.82,0.19,23.94,7.77,0.77,67.01,25.54,82.85,75
2020,sulawesi selatan,gowa,6,0.33,7.53,17.18,0.38,19.61,8.26,2.1,70.37,36.94,85.05,31
2020,sulawesi selatan,sinjai,6,0.35,9.14,9.93,2.59,19.33,8.05,1.19,67.17,34.28,83.56,60
2020,sulawesi selatan,maros,6,0.27,9.89,16.37,2.66,28.82,7.96,0.94,68.98,27.64,83.11,67
2020,sulawesi selatan,pangkajene dan kepulauan,6,0.5,14.06,24.72,2.62,20.18,7.99,1.56,66.49,34.51,79.16,157
2020,sulawesi selatan,barru,6,0.23,8.57,9.99,1.78,15.07,8.25,1.42,68.91,27.02,86.61,15
2020,sulawesi selatan,bone,6,0.14,10.06,14.98,1.3,25.47,7.3,1.6,66.88,33.02,82.79,78
2020,sulawesi selatan,soppeng,6,0.12,7.25,18.24,1.5,21.76,8.18,2.05,69.43,28.17,86.16,20
2020,sulawesi selatan,wajo,6,0.11,6.91,22.57,1.55,27.5,6.73,3.22,67.17,25.52,83.52,61
2020,sulawesi selatan,sidenreng rappang,6,0.1,4.79,22.01,0.24,22.46,8.19,2.22,69.59,25.12,87.17,9
2020,sulawesi selatan,pinrang,6,0.11,8.46,30.62,0.27,34.01,8.11,1.93,69.39,27.6,83.01,72
2020,sulawesi selatan,enrekang,6,0.31,12.33,28.54,0.89,34.84,8.77,3.48,70.83,43.71,80.06,132
2020,sulawesi selatan,luwu,6,0.19,12.78,21.85,1.26,29.92,8.89,3.72,70.19,24.03,83.2,65
2020,sulawesi selatan,tana toraja,6,0.68,12.35,32.21,2.83,51.24,8.68,2.38,73.15,31.42,76.88,203
2020,sulawesi selatan,luwu utara,6,0.2,13.6,20.18,0.34,36.29,8.26,7.4,68.31,27.49,80.47,115
2020,sulawesi selatan,luwu timur,6,0.24,6.98,10.3,0.19,25.33,8.64,8.92,70.38,20.06,86.7,12
2020,sulawesi selatan,toraja utara,6,0.44,12.41,31.36,1,43.05,8.53,1.12,73.35,34.35,79.59,144
2020,sulawesi selatan,kota makassar,6,23.29,4.28,9.71,0,1.96,10.86,0.03,72,21.65,84.32,13
2020,sulawesi selatan,kota parepare,6,3.36,5.26,10.22,0.22,8.65,10.33,0.1,71.18,19.94,78.56,44
2020,sulawesi selatan,kota palopo,6,1.48,7.82,9.01,0.03,3.84,10.79,0.23,70.79,30.83,75.24,55
2020,sulawesi tenggara,buton,5,1.3,13.65,19.34,1.01,31.14,7.64,2.78,67.92,38.3,73.43,251
2020,sulawesi tenggara,muna,6,1.18,12.85,15.67,2.37,27.37,8.2,2.15,70.18,27.36,77.43,196
